juris_name,proportion_adj_far,max_far_idx,proportion_adj_dua,max_dua_idx,proportion_adj_height,max_height_idx,HS_idx,HT_idx,HM_idx,OF_idx,HO_idx,SC_idx,IL_idx,IW_idx,IH_idx,RS_idx,RB_idx,MR_idx,MT_idx,ME_idx,updated_max_dua_idx,updated_max_far_idx,updated_res_blgType_idx,updated_nonres_blgType_idx
los_altos,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
los_altos_hills,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
los_gatos,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,FALSE,FALSE,FALSE,FALSE
martinez,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
menlo_park,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
mill_valley,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE
millbrae,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
milpitas,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
monte_sereno,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
moraga,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
morgan_hill,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE
mountain_view,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE
napa,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
newark,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE
novato,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE
oakland,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE
oakley,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
orinda,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
pacifica,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
palo_alto,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,FALSE,FALSE,FALSE,FALSE
petaluma,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE
piedmont,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,FALSE,TRUE,TRUE
pinole,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
pittsburg,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,TRUE,TRUE
pleasant_hill,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,TRUE,TRUE,FALSE
pleasanton,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,TRUE,TRUE
portola_valley,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
redwood_city,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE
richmond,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
rio_vista,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
rohnert_park,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,FALSE,FALSE,FALSE,FALSE
ross,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
san_anselmo,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
san_bruno,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,FALSE,FALSE,FALSE,FALSE
san_carlos,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
san_francisco,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
san_jose,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE
san_leandro,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,FALSE,FALSE,FALSE,FALSE
san_mateo,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
san_pablo,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
san_rafael,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
san_ramon,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,FALSE,FALSE,FALSE,FALSE
santa_clara,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
santa_rosa,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
saratoga,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
sausalito,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,FALSE,FALSE,FALSE,FALSE
sebastopol,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
sonoma,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
south_san_francisco,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
st_helena,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE
suisun_city,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
sunnyvale,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE
tiburon,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
unincorporated_alameda,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,FALSE,FALSE,FALSE,FALSE
unincorporated_contra_costa,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
unincorporated_marin,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE
unincorporated_napa,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
unincorporated_san_mateo,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
unincorporated_santa_clara,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE
unincorporated_solano,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,FALSE,FALSE,TRUE,TRUE
unincorporated_sonoma,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE
union_city,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
vacaville,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,FALSE,FALSE,FALSE,FALSE
vallejo,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
walnut_creek,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
windsor,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
woodside,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
yountville,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,TRUE
