"MAZSEQ","MAZ_ORIGINAL","state","county","tract","block group","BKGPIDFP10","HH","BKGP_HH","MAZ_Percent"
2085,13615,6,75,32902,2,60750329022,53,445,0.119101123595506
1108,11854,6,75,32901,1,60750329011,60,389,0.154241645244216
209,10336,6,75,32901,1,60750329011,51,389,0.131105398457584
1687,12842,6,75,32902,3,60750329023,56,447,0.125279642058166
1074,11798,6,75,32902,2,60750329022,58,445,0.130337078651685
2087,13617,6,75,32902,3,60750329023,53,447,0.118568232662192
3771,16688,6,75,32902,2,60750329022,59,445,0.132584269662921
1104,11848,6,75,32902,1,60750329021,47,421,0.111638954869359
1106,11852,6,75,32902,1,60750329021,37,421,0.0878859857482185
586,10956,6,75,32700,5,60750327005,52,279,0.186379928315412
2086,13616,6,75,32700,5,60750327005,60,279,0.21505376344086
1073,11797,6,75,32902,1,60750329021,63,421,0.149643705463183
3770,16687,6,75,32700,5,60750327005,59,279,0.211469534050179
747,11206,6,75,32700,5,60750327005,0,279,0
539,10890,6,75,32700,6,60750327006,48,294,0.163265306122449
3866,16846,6,75,32700,6,60750327006,44,294,0.149659863945578
3397,16027,6,75,32700,6,60750327006,31,294,0.105442176870748
69,10133,6,75,32700,6,60750327006,63,294,0.214285714285714
540,10891,6,75,32700,4,60750327004,54,315,0.171428571428571
3399,16031,6,75,32700,4,60750327004,52,315,0.165079365079365
403,10669,6,75,32700,3,60750327003,59,437,0.135011441647597
1279,12143,6,75,32700,3,60750327003,63,437,0.1441647597254
3396,16026,6,75,32700,7,60750327007,67,301,0.222591362126246
2962,15238,6,75,32700,7,60750327007,75,301,0.249169435215947
538,10889,6,75,32700,2,60750327002,88,474,0.185654008438819
3398,16030,6,75,32700,2,60750327002,84,474,0.177215189873418
1278,12142,6,75,32700,1,60750327001,76,291,0.261168384879725
3288,15842,6,75,32700,1,60750327001,47,291,0.161512027491409
3953,17020,6,75,32700,4,60750327004,60,315,0.19047619047619
1458,12452,6,75,32700,4,60750327004,23,315,0.073015873015873
1280,12144,6,75,32700,3,60750327003,75,437,0.17162471395881
404,10670,6,75,32700,3,60750327003,80,437,0.183066361556064
3492,16221,6,75,32700,4,60750327004,65,315,0.206349206349206
740,11198,6,75,32700,4,60750327004,61,315,0.193650793650794
4094,17285,6,75,32700,3,60750327003,87,437,0.19908466819222
1857,13146,6,75,32700,3,60750327003,73,437,0.167048054919908
1530,12567,6,75,32700,2,60750327002,81,474,0.170886075949367
1281,12145,6,75,32700,2,60750327002,80,474,0.168776371308017
2990,15289,6,75,32700,1,60750327001,45,291,0.154639175257732
1531,12568,6,75,32700,1,60750327001,45,291,0.154639175257732
405,10671,6,75,32700,2,60750327002,77,474,0.162447257383966
1283,12147,6,75,32700,2,60750327002,64,474,0.135021097046413
1282,12146,6,75,32700,1,60750327001,43,291,0.147766323024055
1532,12569,6,75,32700,1,60750327001,35,291,0.120274914089347
2938,15192,6,75,47901,4,60750479014,60,469,0.127931769722815
3237,15722,6,75,47901,4,60750479014,82,469,0.174840085287846
2835,15013,6,75,47901,4,60750479014,73,469,0.155650319829424
3377,15979,6,75,47901,4,60750479014,62,469,0.132196162046908
148,10252,6,75,47901,4,60750479014,60,469,0.127931769722815
2939,15194,6,75,47802,2,60750478022,91,464,0.196120689655172
2940,15195,6,75,47802,2,60750478022,89,464,0.191810344827586
3380,15983,6,75,47802,2,60750478022,66,464,0.142241379310345
3479,16201,6,75,47901,3,60750479013,82,590,0.138983050847458
2937,15191,6,75,47901,3,60750479013,72,590,0.122033898305085
3148,15559,6,75,47901,3,60750479013,59,590,0.1
3234,15716,6,75,47901,1,60750479011,75,426,0.176056338028169
3236,15721,6,75,47901,1,60750479011,104,426,0.244131455399061
2834,15012,6,75,47901,1,60750479011,39,426,0.0915492957746479
3556,16321,6,75,47901,1,60750479011,71,426,0.166666666666667
2537,14436,6,75,47902,2,60750479022,96,597,0.160804020100503
3376,15976,6,75,47902,3,60750479023,96,470,0.204255319148936
2394,14189,6,75,47902,2,60750479022,66,597,0.110552763819095
3555,16320,6,75,47902,3,60750479023,74,470,0.157446808510638
362,10586,6,75,47902,3,60750479023,86,470,0.182978723404255
147,10251,6,75,47902,3,60750479023,86,470,0.182978723404255
3233,15715,6,75,47902,3,60750479023,55,470,0.117021276595745
3235,15717,6,75,47902,3,60750479023,73,470,0.15531914893617
3238,15723,6,75,47901,1,60750479011,71,426,0.166666666666667
149,10253,6,75,47802,2,60750478022,57,464,0.122844827586207
2655,14653,6,75,47901,1,60750479011,66,426,0.154929577464789
3557,16323,6,75,47802,3,60750478023,46,563,0.0817051509769094
3558,16324,6,75,47802,2,60750478022,99,464,0.213362068965517
2941,15196,6,75,47802,2,60750478022,62,464,0.133620689655172
3480,16203,6,75,47801,2,60750478012,42,473,0.0887949260042283
3559,16325,6,75,47801,2,60750478012,88,473,0.186046511627907
363,10587,6,75,47802,3,60750478023,117,563,0.207815275310835
618,11002,6,75,47802,1,60750478021,20,470,0.0425531914893617
2576,14505,6,75,47802,3,60750478023,112,563,0.198934280639432
1488,12509,6,75,47802,3,60750478023,106,563,0.188277087033748
3989,17090,6,75,47802,1,60750478021,142,470,0.302127659574468
1025,11686,6,75,47802,1,60750478021,133,470,0.282978723404255
3994,17096,6,75,47801,1,60750478011,62,474,0.130801687763713
536,10886,6,75,47801,1,60750478011,53,474,0.111814345991561
1272,12136,6,75,47801,1,60750478011,79,474,0.166666666666667
119,10212,6,75,47801,1,60750478011,96,474,0.20253164556962
298,10476,6,75,980300,1,60759803001,0,34,0
3687,16557,6,75,47801,1,60750478011,102,474,0.215189873417722
3688,16558,6,75,47801,1,60750478011,82,474,0.172995780590717
3992,17094,6,75,47801,2,60750478012,67,473,0.141649048625793
3993,17095,6,75,47801,2,60750478012,72,473,0.152219873150106
1026,11687,6,75,47801,2,60750478012,81,473,0.171247357293869
534,10884,6,75,47801,2,60750478012,123,473,0.260042283298097
3995,17097,6,75,47801,3,60750478013,67,687,0.0975254730713246
3177,15613,6,75,47801,3,60750478013,83,687,0.120815138282387
3604,16393,6,75,47801,3,60750478013,130,687,0.189228529839884
619,11004,6,75,47802,3,60750478023,82,563,0.145648312611012
1243,12086,6,75,47802,3,60750478023,100,563,0.177619893428064
117,10210,6,75,47802,1,60750478021,175,470,0.372340425531915
118,10211,6,75,47801,3,60750478013,94,687,0.136826783114993
1271,12135,6,75,47801,3,60750478013,7,687,0.0101892285298399
3990,17091,6,75,42700,3,60750427003,80,791,0.101137800252844
3991,17092,6,75,42700,3,60750427003,158,791,0.199747155499368
1526,12561,6,75,47801,3,60750478013,51,687,0.074235807860262
1527,12562,6,75,47801,3,60750478013,68,687,0.098981077147016
1273,12137,6,75,47801,3,60750478013,82,687,0.119359534206696
3693,16563,6,75,47702,3,60750477023,90,604,0.149006622516556
3692,16562,6,75,47702,1,60750477021,81,436,0.185779816513761
3694,16564,6,75,47702,3,60750477023,52,604,0.0860927152317881
120,10213,6,75,47702,1,60750477021,59,436,0.135321100917431
3689,16559,6,75,47701,3,60750477013,80,536,0.149253731343284
1275,12139,6,75,47701,3,60750477013,73,536,0.136194029850746
2577,14508,6,75,47801,3,60750478013,105,687,0.152838427947598
1270,12134,6,75,42700,2,60750427002,131,791,0.165613147914033
535,10885,6,75,42700,2,60750427002,0,791,0
1528,12563,6,75,47701,1,60750477011,114,674,0.169139465875371
1607,12720,6,75,47701,1,60750477011,94,674,0.13946587537092
1274,12138,6,75,42700,2,60750427002,120,791,0.151706700379267
3179,15615,6,75,42700,2,60750427002,126,791,0.15929203539823
3286,15829,6,75,980200,1,60759802001,62,62,1
2737,14825,6,75,42700,3,60750427003,50,791,0.0632111251580278
3175,15610,6,75,42700,3,60750427003,122,791,0.154235145385588
2175,13782,6,75,42800,2,60750428002,117,267,0.438202247191011
2084,13614,6,75,42800,2,60750428002,150,267,0.561797752808989
3176,15611,6,75,42700,3,60750427003,67,791,0.0847029077117573
3178,15614,6,75,42700,3,60750427003,88,791,0.111251580278129
2738,14827,6,75,42800,1,60750428001,77,448,0.171875
3996,17098,6,75,42700,3,60750427003,117,791,0.147914032869785
2178,13786,6,75,42700,3,60750427003,109,791,0.137800252844501
2320,14048,6,75,42800,1,60750428001,129,448,0.287946428571429
2176,13783,6,75,42800,1,60750428001,35,448,0.078125
2712,14773,6,75,42800,1,60750428001,99,448,0.220982142857143
39777,814474,6,41,131100,1,60411311001,39,61,0.639344262295082
38601,810712,6,41,131100,1,60411311001,0,61,0
39388,813209,6,41,131100,1,60411311001,0,61,0
39776,814473,6,41,131100,1,60411311001,0,61,0
39211,812570,6,41,128100,2,60411281002,254,709,0.358251057827927
39030,812074,6,41,128100,2,60411281002,112,709,0.157968970380818
39212,812571,6,41,128100,3,60411281003,82,1155,0.070995670995671
39197,812530,6,41,128100,3,60411281003,0,1155,0
39056,812148,6,41,128100,3,60411281003,500,1155,0.432900432900433
39353,813107,6,41,128100,3,60411281003,43,1155,0.0372294372294372
38417,810138,6,41,128100,1,60411281001,25,888,0.0281531531531532
39369,813149,6,41,128100,3,60411281003,76,1155,0.0658008658008658
38645,810854,6,41,128100,3,60411281003,33,1155,0.0285714285714286
38862,811503,6,41,128100,3,60411281003,101,1155,0.0874458874458875
38596,810699,6,41,128100,3,60411281003,52,1155,0.045021645021645
39368,813148,6,41,128100,3,60411281003,31,1155,0.0268398268398268
39539,813699,6,41,128100,3,60411281003,47,1155,0.0406926406926407
39671,814125,6,41,128100,3,60411281003,19,1155,0.0164502164502165
39778,814475,6,41,131100,1,60411311001,18,61,0.295081967213115
38902,811646,6,41,131100,1,60411311001,4,61,0.0655737704918033
39389,813211,6,41,131100,1,60411311001,0,61,0
38965,811884,6,41,131100,1,60411311001,0,61,0
39140,812365,6,41,131100,1,60411311001,0,61,0
39700,814192,6,41,130202,3,60411302023,260,893,0.291153415453527
38682,810951,6,41,129000,2,60411290002,274,545,0.502752293577982
39699,814189,6,41,129000,1,60411290001,159,462,0.344155844155844
38598,810703,6,41,128100,3,60411281003,91,1155,0.0787878787878788
39705,814219,6,41,128100,3,60411281003,37,1155,0.032034632034632
38435,810186,6,41,129000,1,60411290001,154,462,0.333333333333333
39265,812762,6,41,129000,1,60411290001,15,462,0.0324675324675325
39774,814465,6,41,129000,2,60411290002,243,545,0.445871559633028
39028,812070,6,41,129000,1,60411290001,32,462,0.0692640692640693
39371,813153,6,41,129000,2,60411290002,28,545,0.0513761467889908
38516,810407,6,41,129000,1,60411290001,102,462,0.220779220779221
39478,813500,6,41,130202,3,60411302023,61,893,0.0683090705487122
39372,813154,6,41,130202,3,60411302023,137,893,0.153415453527436
38599,810705,6,41,130202,3,60411302023,26,893,0.0291153415453527
39607,813900,6,41,128100,3,60411281003,43,1155,0.0372294372294372
38742,811137,6,41,130202,1,60411302021,103,671,0.153502235469449
39213,812579,6,41,130201,1,60411302011,16,612,0.0261437908496732
39089,812239,6,41,130202,4,60411302024,210,562,0.373665480427046
39701,814194,6,41,130202,3,60411302023,66,893,0.0739081746920493
39090,812240,6,41,130202,3,60411302023,78,893,0.0873460246360582
38420,810144,6,41,130202,1,60411302021,0,671,0
38433,810180,6,41,130201,1,60411302011,5,612,0.00816993464052288
39638,814013,6,41,130202,4,60411302024,64,562,0.113879003558719
39540,813709,6,41,130202,4,60411302024,36,562,0.0640569395017794
39374,813159,6,41,130202,4,60411302024,76,562,0.135231316725979
38421,810150,6,41,130202,4,60411302024,93,562,0.165480427046263
39131,812344,6,41,130202,4,60411302024,83,562,0.147686832740214
38434,810185,6,41,130202,1,60411302021,0,671,0
38423,810152,6,41,130202,2,60411302022,5,468,0.0106837606837607
39541,813710,6,41,130202,2,60411302022,138,468,0.294871794871795
39542,813711,6,41,130202,2,60411302022,40,468,0.0854700854700855
38572,810616,6,41,130202,2,60411302022,33,468,0.0705128205128205
38573,810617,6,41,130202,2,60411302022,55,468,0.117521367521368
38422,810151,6,41,130202,2,60411302022,74,468,0.158119658119658
39577,813804,6,41,130202,1,60411302021,95,671,0.141579731743666
39356,813111,6,41,130202,3,60411302023,156,893,0.174692049272116
38372,810028,6,41,130202,3,60411302023,63,893,0.070548712206047
38600,810707,6,41,130202,3,60411302023,46,893,0.051511758118701
38419,810142,6,41,130202,1,60411302021,0,671,0
39749,814378,6,41,130202,1,60411302021,0,671,0
39775,814468,6,41,130202,1,60411302021,112,671,0.166915052160954
39373,813155,6,41,130202,1,60411302021,300,671,0.447093889716841
2089,13619,6,75,32901,1,60750329011,57,389,0.146529562982005
1107,11853,6,75,32902,3,60750329023,60,447,0.134228187919463
1075,11799,6,75,32802,1,60750328021,0,507,0
1462,12459,6,75,32902,2,60750329022,53,445,0.119101123595506
1461,12458,6,75,32902,1,60750329021,50,421,0.118764845605701
4102,17293,6,75,32802,3,60750328023,60,437,0.137299771167048
4101,17292,6,75,32802,3,60750328023,56,437,0.128146453089245
2088,13618,6,75,32602,1,60750326021,68,673,0.101040118870728
1463,12460,6,75,32802,3,60750328023,70,437,0.160183066361556
1688,12843,6,75,32802,3,60750328023,53,437,0.121281464530892
1465,12462,6,75,32802,1,60750328021,64,507,0.126232741617357
1787,13022,6,75,32802,3,60750328023,50,437,0.11441647597254
748,11207,6,75,32602,1,60750326021,63,673,0.0936106983655275
3772,16689,6,75,32602,3,60750326023,49,512,0.095703125
2212,13849,6,75,32802,1,60750328021,57,507,0.112426035502959
1614,12737,6,75,32802,1,60750328021,57,507,0.112426035502959
131,10228,6,75,32802,1,60750328021,59,507,0.116370808678501
132,10229,6,75,32801,1,60750328011,49,510,0.096078431372549
2853,15047,6,75,32802,1,60750328021,56,507,0.110453648915187
2211,13848,6,75,32802,2,60750328022,53,499,0.106212424849699
1989,13398,6,75,32802,1,60750328021,62,507,0.122287968441815
2033,13487,6,75,32802,1,60750328021,81,507,0.159763313609467
2851,15045,6,75,32802,3,60750328023,38,437,0.0869565217391304
1988,13397,6,75,32602,3,60750326023,67,512,0.130859375
1651,12794,6,75,32802,3,60750328023,50,437,0.11441647597254
1650,12793,6,75,32602,3,60750326023,54,512,0.10546875
1652,12795,6,75,32802,1,60750328021,71,507,0.140039447731755
2034,13488,6,75,32802,2,60750328022,75,499,0.150300601202405
1990,13399,6,75,32802,3,60750328023,60,437,0.137299771167048
129,10226,6,75,32602,3,60750326023,57,512,0.111328125
130,10227,6,75,32802,2,60750328022,48,499,0.0961923847695391
1653,12796,6,75,32602,3,60750326023,65,512,0.126953125
1860,13149,6,75,32602,1,60750326021,63,673,0.0936106983655275
3495,16225,6,75,32602,1,60750326021,67,673,0.099554234769688
3493,16222,6,75,32602,1,60750326021,76,673,0.112927191679049
3494,16224,6,75,32602,1,60750326021,75,673,0.111441307578009
741,11199,6,75,32602,2,60750326022,75,484,0.15495867768595
1326,12215,6,75,32602,2,60750326022,68,484,0.140495867768595
1070,11794,6,75,32601,3,60750326013,85,571,0.148861646234676
1137,11911,6,75,32601,3,60750326013,75,571,0.131348511383538
1101,11845,6,75,32602,1,60750326021,92,673,0.136701337295691
1102,11846,6,75,32602,1,60750326021,80,673,0.11887072808321
1533,12570,6,75,32602,1,60750326021,50,673,0.0742942050520059
385,10627,6,75,32602,1,60750326021,39,673,0.0579494799405646
1858,13147,6,75,32601,2,60750326012,94,546,0.172161172161172
1071,11795,6,75,32601,2,60750326012,56,546,0.102564102564103
234,10384,6,75,32601,1,60750326011,66,611,0.108019639934534
1859,13148,6,75,32601,1,60750326011,95,611,0.155482815057283
299,10477,6,75,32602,2,60750326022,57,484,0.117768595041322
333,10530,6,75,32601,3,60750326013,60,571,0.10507880910683
2505,14361,6,75,32601,3,60750326013,73,571,0.12784588441331
3566,16334,6,75,32602,2,60750326022,65,484,0.134297520661157
1139,11913,6,75,32602,2,60750326022,54,484,0.111570247933884
1327,12216,6,75,32601,3,60750326013,62,571,0.108581436077058
2504,14360,6,75,32601,2,60750326012,74,546,0.135531135531136
3524,16272,6,75,32601,2,60750326012,52,546,0.0952380952380952
49,10099,6,75,32601,1,60750326011,68,611,0.111292962356792
1325,12214,6,75,32601,1,60750326011,79,611,0.129296235679214
3525,16273,6,75,32601,2,60750326012,67,546,0.122710622710623
3526,16274,6,75,32601,2,60750326012,108,546,0.197802197802198
244,10400,6,75,32601,1,60750326011,67,611,0.109656301145663
1138,11912,6,75,32601,1,60750326011,126,611,0.206219312602291
133,10230,6,75,32801,1,60750328011,66,510,0.129411764705882
2861,15055,6,75,32801,1,60750328011,51,510,0.1
2035,13489,6,75,32802,2,60750328022,55,499,0.110220440881764
1288,12159,6,75,32802,2,60750328022,38,499,0.0761523046092184
1659,12805,6,75,30302,3,60750303023,77,466,0.165236051502146
1292,12163,6,75,30302,3,60750303023,50,466,0.107296137339056
50,10101,6,75,30302,3,60750303023,60,466,0.128755364806867
135,10232,6,75,30302,3,60750303023,25,466,0.0536480686695279
2854,15048,6,75,32802,2,60750328022,49,499,0.0981963927855711
1289,12160,6,75,32802,2,60750328022,75,499,0.150300601202405
2210,13847,6,75,32802,2,60750328022,46,499,0.0921843687374749
1654,12797,6,75,32802,2,60750328022,60,499,0.120240480961924
2038,13492,6,75,30302,1,60750303021,63,473,0.133192389006343
1290,12161,6,75,30302,1,60750303021,54,473,0.114164904862579
1617,12740,6,75,30302,1,60750303021,69,473,0.145877378435518
2036,13490,6,75,30302,1,60750303021,54,473,0.114164904862579
3125,15510,6,75,30302,3,60750303023,38,466,0.0815450643776824
1291,12162,6,75,30302,3,60750303023,21,466,0.0450643776824034
1657,12802,6,75,30302,3,60750303023,43,466,0.092274678111588
1658,12803,6,75,30302,3,60750303023,20,466,0.0429184549356223
2123,13668,6,75,30302,3,60750303023,42,466,0.0901287553648069
138,10235,6,75,30302,3,60750303023,33,466,0.0708154506437768
2860,15054,6,75,30302,3,60750303023,57,466,0.122317596566524
2857,15051,6,75,30302,1,60750303021,44,473,0.0930232558139535
2185,13796,6,75,30302,1,60750303021,62,473,0.13107822410148
953,11579,6,75,30302,1,60750303021,47,473,0.0993657505285412
2216,13854,6,75,30302,1,60750303021,31,473,0.06553911205074
2858,15052,6,75,30302,1,60750303021,49,473,0.103594080338266
136,10233,6,75,30301,4,60750303014,14,451,0.0310421286031042
954,11582,6,75,30301,4,60750303014,32,451,0.0709534368070953
2852,15046,6,75,32602,3,60750326023,70,512,0.13671875
1328,12217,6,75,32602,2,60750326022,61,484,0.12603305785124
1616,12739,6,75,32602,3,60750326023,150,512,0.29296875
2507,14363,6,75,32602,2,60750326022,104,484,0.214876033057851
3527,16275,6,75,32601,3,60750326013,123,571,0.215411558669002
51,10102,6,75,32601,3,60750326013,93,571,0.162872154115587
2214,13851,6,75,30301,1,60750303011,65,476,0.136554621848739
952,11578,6,75,30301,1,60750303011,66,476,0.138655462184874
2215,13852,6,75,30301,1,60750303011,45,476,0.0945378151260504
542,10893,6,75,30201,3,60750302013,84,506,0.16600790513834
3528,16277,6,75,30301,1,60750303011,57,476,0.119747899159664
2636,14623,6,75,30201,3,60750302013,99,506,0.195652173913043
48,10098,6,75,32601,2,60750326012,95,546,0.173992673992674
937,11529,6,75,32601,1,60750326011,110,611,0.180032733224223
541,10892,6,75,30201,1,60750302011,116,859,0.135040745052387
2506,14362,6,75,30201,2,60750302012,41,477,0.0859538784067086
543,10894,6,75,30201,2,60750302012,79,477,0.165618448637317
245,10401,6,75,30201,1,60750302011,170,859,0.19790454016298
544,10895,6,75,30201,1,60750302011,183,859,0.213038416763679
2037,13491,6,75,30301,1,60750303011,43,476,0.0903361344537815
386,10628,6,75,30301,4,60750303014,30,451,0.0665188470066519
1618,12741,6,75,30301,4,60750303014,41,451,0.0909090909090909
1854,13139,6,75,30301,1,60750303011,53,476,0.111344537815126
2508,14365,6,75,30201,3,60750302013,97,506,0.191699604743083
1434,12409,6,75,30301,1,60750303011,22,476,0.046218487394958
2509,14366,6,75,30201,3,60750302013,64,506,0.126482213438735
1655,12798,6,75,30301,4,60750303014,32,451,0.0709534368070953
2859,15053,6,75,30301,4,60750303014,43,451,0.0953436807095344
2039,13495,6,75,30301,4,60750303014,30,451,0.0665188470066519
1140,11914,6,75,30201,3,60750302013,82,506,0.162055335968379
3567,16337,6,75,30301,1,60750303011,69,476,0.144957983193277
545,10896,6,75,30201,2,60750302012,142,477,0.29769392033543
3797,16732,6,75,30201,2,60750302012,131,477,0.274633123689727
939,11531,6,75,30201,1,60750302011,67,859,0.0779976717112922
940,11533,6,75,30201,2,60750302012,81,477,0.169811320754717
1767,12985,6,75,30201,3,60750302013,80,506,0.158102766798419
3798,16733,6,75,30201,2,60750302012,3,477,0.00628930817610063
2814,14982,6,75,30201,1,60750302011,177,859,0.206053550640279
938,11530,6,75,30201,1,60750302011,146,859,0.169965075669383
3950,17015,6,75,47702,3,60750477023,80,604,0.132450331125828
121,10214,6,75,47702,1,60750477021,83,436,0.190366972477064
122,10215,6,75,47702,3,60750477023,196,604,0.324503311258278
1277,12141,6,75,47702,1,60750477021,76,436,0.174311926605505
3690,16560,6,75,47701,3,60750477013,98,536,0.182835820895522
3691,16561,6,75,47701,3,60750477013,107,536,0.199626865671642
3951,17016,6,75,47702,3,60750477023,105,604,0.173841059602649
3865,16842,6,75,47702,1,60750477021,63,436,0.144495412844037
3864,16840,6,75,47701,3,60750477013,96,536,0.17910447761194
3997,17099,6,75,47702,1,60750477021,74,436,0.169724770642202
1529,12564,6,75,47701,3,60750477013,82,536,0.152985074626866
2578,14510,6,75,47701,1,60750477011,90,674,0.13353115727003
1276,12140,6,75,47701,1,60750477011,151,674,0.224035608308605
3605,16395,6,75,42700,2,60750427002,146,791,0.184576485461441
3395,16022,6,75,42700,2,60750427002,143,791,0.18078381795196
2538,14438,6,75,47701,1,60750477011,113,674,0.167655786350148
2539,14439,6,75,47701,1,60750477011,112,674,0.166172106824926
537,10887,6,75,42700,2,60750427002,125,791,0.15802781289507
3606,16397,6,75,42601,1,60750426011,55,709,0.077574047954866
933,11523,6,75,47702,3,60750477023,81,604,0.134105960264901
290,10466,6,75,47702,2,60750477022,62,514,0.120622568093385
1319,12207,6,75,47702,2,60750477022,71,514,0.138132295719844
1315,12202,6,75,47701,2,60750477012,101,659,0.153262518968134
1320,12208,6,75,47702,2,60750477022,73,514,0.142023346303502
1316,12203,6,75,47701,2,60750477012,101,659,0.153262518968134
1321,12209,6,75,47702,2,60750477022,115,514,0.223735408560311
934,11524,6,75,47702,2,60750477022,121,514,0.235408560311284
327,10524,6,75,47702,2,60750477022,72,514,0.140077821011673
1103,11847,6,75,47701,2,60750477012,137,659,0.207890743550835
2255,13906,6,75,47701,2,60750477012,118,659,0.179059180576631
742,11200,6,75,42601,1,60750426011,145,709,0.204513399153738
4095,17286,6,75,42601,1,60750426011,108,709,0.152327221438646
932,11522,6,75,47701,2,60750477012,110,659,0.166919575113809
621,11006,6,75,47701,2,60750477012,92,659,0.139605462822458
3518,16263,6,75,47600,2,60750476002,83,518,0.16023166023166
326,10523,6,75,47600,1,60750476001,132,603,0.218905472636816
1314,12201,6,75,42601,1,60750426011,123,709,0.173483779971791
1132,11901,6,75,42601,1,60750426011,108,709,0.152327221438646
1322,12210,6,75,47600,4,60750476004,134,632,0.212025316455696
329,10526,6,75,47600,4,60750476004,105,632,0.166139240506329
328,10525,6,75,47600,3,60750476003,80,420,0.19047619047619
3562,16328,6,75,47600,3,60750476003,81,420,0.192857142857143
1135,11907,6,75,47600,4,60750476004,103,632,0.162974683544304
1136,11908,6,75,47600,4,60750476004,94,632,0.14873417721519
295,10472,6,75,47600,3,60750476003,33,420,0.0785714285714286
3565,16332,6,75,47600,3,60750476003,80,420,0.19047619047619
1318,12205,6,75,47600,2,60750476002,86,518,0.166023166023166
645,11062,6,75,47600,1,60750476001,64,603,0.106135986733002
1317,12204,6,75,42602,1,60750426021,84,427,0.19672131147541
620,11005,6,75,47600,1,60750476001,81,603,0.134328358208955
1133,11902,6,75,42602,1,60750426021,65,427,0.152224824355972
293,10469,6,75,47600,2,60750476002,74,518,0.142857142857143
294,10470,6,75,47600,2,60750476002,89,518,0.171814671814672
1134,11903,6,75,47600,1,60750476001,61,603,0.101160862354892
291,10467,6,75,42602,1,60750426021,50,427,0.117096018735363
297,10474,6,75,47600,4,60750476004,100,632,0.158227848101266
936,11527,6,75,47600,4,60750476004,96,632,0.151898734177215
3521,16268,6,75,47600,3,60750476003,87,420,0.207142857142857
296,10473,6,75,47600,3,60750476003,59,420,0.14047619047619
3523,16270,6,75,45200,3,60750452003,43,395,0.108860759493671
332,10529,6,75,45200,3,60750452003,74,395,0.187341772151899
3563,16329,6,75,47600,2,60750476002,75,518,0.144787644787645
935,11525,6,75,47600,2,60750476002,111,518,0.214285714285714
292,10468,6,75,47600,1,60750476001,112,603,0.185737976782753
2256,13908,6,75,47600,1,60750476001,153,603,0.253731343283582
3564,16331,6,75,45200,5,60750452005,78,510,0.152941176470588
646,11063,6,75,45200,5,60750452005,88,510,0.172549019607843
3779,16697,6,75,30302,2,60750303022,150,435,0.344827586206897
526,10874,6,75,30302,2,60750303022,136,435,0.31264367816092
1470,12467,6,75,30302,2,60750303022,46,435,0.105747126436782
214,10344,6,75,30301,4,60750303014,82,451,0.181818181818182
1656,12801,6,75,30301,4,60750303014,57,451,0.126385809312639
856,11394,6,75,30301,3,60750303013,48,664,0.072289156626506
3662,16507,6,75,30301,3,60750303013,41,664,0.0617469879518072
1002,11648,6,75,30301,3,60750303013,76,664,0.114457831325301
1001,11647,6,75,30301,3,60750303013,55,664,0.0828313253012048
1084,11809,6,75,30400,3,60750304003,67,509,0.131630648330059
1083,11807,6,75,30302,2,60750303022,63,435,0.144827586206897
2093,13625,6,75,30302,2,60750303022,40,435,0.0919540229885057
1004,11653,6,75,30400,2,60750304002,27,408,0.0661764705882353
1996,13413,6,75,30400,2,60750304002,54,408,0.132352941176471
1958,13344,6,75,30400,1,60750304001,49,403,0.121588089330025
1695,12851,6,75,30400,1,60750304001,67,403,0.166253101736973
1111,11861,6,75,30301,3,60750303013,75,664,0.112951807228916
1003,11649,6,75,30301,3,60750303013,97,664,0.146084337349398
3780,16698,6,75,30301,3,60750303013,77,664,0.115963855421687
1694,12849,6,75,30301,3,60750303013,89,664,0.134036144578313
1082,11806,6,75,30301,3,60750303013,106,664,0.159638554216867
3723,16615,6,75,30301,4,60750303014,90,451,0.199556541019956
4139,17375,6,75,30301,2,60750303012,66,771,0.0856031128404669
3428,16094,6,75,30301,1,60750303011,56,476,0.117647058823529
2907,15147,6,75,30301,2,60750303012,77,771,0.0998702983138781
4141,17377,6,75,30301,2,60750303012,89,771,0.115434500648508
739,11196,6,75,30301,2,60750303012,84,771,0.108949416342412
3342,15923,6,75,30301,2,60750303012,85,771,0.110246433203632
4032,17151,6,75,30301,2,60750303012,114,771,0.147859922178988
2815,14983,6,75,30202,3,60750302023,88,644,0.136645962732919
3341,15920,6,75,30202,2,60750302022,101,705,0.143262411347518
467,10772,6,75,30202,3,60750302023,91,644,0.141304347826087
3721,16613,6,75,30202,2,60750302022,106,705,0.150354609929078
738,11195,6,75,30202,1,60750302021,112,735,0.152380952380952
465,10770,6,75,30202,1,60750302021,169,735,0.229931972789116
468,10773,6,75,30202,3,60750302023,115,644,0.178571428571429
3722,16614,6,75,30202,2,60750302022,154,705,0.218439716312057
236,10386,6,75,30202,3,60750302023,86,644,0.133540372670807
466,10771,6,75,30202,1,60750302021,126,735,0.171428571428571
3343,15924,6,75,30202,2,60750302022,93,705,0.131914893617021
2281,13958,6,75,30202,1,60750302021,111,735,0.151020408163265
3344,15926,6,75,30301,2,60750303012,35,771,0.0453955901426719
3430,16096,6,75,30301,2,60750303012,106,771,0.137483787289235
984,11625,6,75,30301,2,60750303012,65,771,0.0843060959792477
2910,15151,6,75,30301,2,60750303012,50,771,0.0648508430609598
