Tract FIPS Code,tract_id,county,hra,coc
6095253000,95253000,Solano,0,0
6095253101,95253101,Solano,0,0
6095253105,95253105,Solano,0,0
6095253106,95253106,Solano,0,0
6095253107,95253107,Solano,0,0
6095253108,95253108,Solano,0,0
6095253201,95253201,Solano,0,0
6095253203,95253203,Solano,0,0
6095253204,95253204,Solano,0,0
6095253205,95253205,Solano,0,0
6095253206,95253206,Solano,0,0
6095253300,95253300,Solano,0,0
6095253402,95253402,Solano,0,1
6095253403,95253403,Solano,1,0
6095253404,95253404,Solano,0,0
6095253500,95253500,Solano,1,0
6095980000,95980000,Solano,0,0
6097150100,97150100,Sonoma,0,0
6097150202,97150202,Sonoma,0,0
6097150203,97150203,Sonoma,0,0
6097150204,97150204,Sonoma,0,0
6097150303,97150303,Sonoma,0,0
6097150304,97150304,Sonoma,0,0
6097150305,97150305,Sonoma,0,1
6097150306,97150306,Sonoma,0,0
6097150500,97150500,Sonoma,0,0
6097150601,97150601,Sonoma,0,0
6097150602,97150602,Sonoma,0,0
6097150603,97150603,Sonoma,0,0
6097150607,97150607,Sonoma,1,0
6097150609,97150609,Sonoma,0,0
6097150610,97150610,Sonoma,1,0
6097150611,97150611,Sonoma,0,0
6097150612,97150612,Sonoma,0,0
6097150701,97150701,Sonoma,0,0
6097150702,97150702,Sonoma,0,0
6097150800,97150800,Sonoma,0,0
6097150901,97150901,Sonoma,0,0
6097150902,97150902,Sonoma,0,0
6097151000,97151000,Sonoma,0,0
6097151100,97151100,Sonoma,1,0
6097151201,97151201,Sonoma,0,0
6097151203,97151203,Sonoma,0,0
6097151204,97151204,Sonoma,0,0
6097151301,97151301,Sonoma,0,0
6097151305,97151305,Sonoma,0,1
6097151306,97151306,Sonoma,0,0
6097151307,97151307,Sonoma,0,0
6097151308,97151308,Sonoma,0,1
6097151309,97151309,Sonoma,0,0
6097151310,97151310,Sonoma,0,0
6097151311,97151311,Sonoma,0,0
6097151401,97151401,Sonoma,0,0
6097151402,97151402,Sonoma,0,1
6097151502,97151502,Sonoma,0,0
6097151503,97151503,Sonoma,1,0
6097151504,97151504,Sonoma,1,0
6097151601,97151601,Sonoma,1,0
6097151602,97151602,Sonoma,1,0
6097151700,97151700,Sonoma,0,0
6097151800,97151800,Sonoma,0,0
6097151900,97151900,Sonoma,0,1
6097152000,97152000,Sonoma,0,1
6097152100,97152100,Sonoma,0,0
6097152201,97152201,Sonoma,0,0
6097152202,97152202,Sonoma,0,0
6097152203,97152203,Sonoma,0,1
6097152300,97152300,Sonoma,0,0
6097152400,97152400,Sonoma,0,0
6097152501,97152501,Sonoma,0,0
6097152502,97152502,Sonoma,0,0
6097152600,97152600,Sonoma,0,0
6097152701,97152701,Sonoma,0,0
6097152702,97152702,Sonoma,0,0
6097152801,97152801,Sonoma,0,0
6097152802,97152802,Sonoma,0,1
6097152903,97152903,Sonoma,0,1
6097152904,97152904,Sonoma,0,0
6097152905,97152905,Sonoma,0,0
6097152906,97152906,Sonoma,0,0
6097153001,97153001,Sonoma,0,1
6097153002,97153002,Sonoma,0,0
6097153003,97153003,Sonoma,0,0
6097153005,97153005,Sonoma,0,0
6097153006,97153006,Sonoma,0,0
6097153102,97153102,Sonoma,0,1
6097153103,97153103,Sonoma,0,0
6097153104,97153104,Sonoma,0,1
6097153200,97153200,Sonoma,0,1
6097153300,97153300,Sonoma,0,1
6097153401,97153401,Sonoma,1,0
6097153403,97153403,Sonoma,1,0
6097153404,97153404,Sonoma,1,0
6097153501,97153501,Sonoma,1,0
6097153502,97153502,Sonoma,1,0
6097153600,97153600,Sonoma,1,0
6097153703,97153703,Sonoma,0,1
6097153704,97153704,Sonoma,0,0
6097153705,97153705,Sonoma,0,0
6097153706,97153706,Sonoma,1,0
6097153801,97153801,Sonoma,0,0
6097153804,97153804,Sonoma,1,0
6097153806,97153806,Sonoma,0,0
6097153807,97153807,Sonoma,1,0
6097153808,97153808,Sonoma,0,0
6097153809,97153809,Sonoma,0,0
6097153901,97153901,Sonoma,0,0
6097153902,97153902,Sonoma,0,0
6097153903,97153903,Sonoma,1,0
6097154000,97154000,Sonoma,0,0
6097154100,97154100,Sonoma,1,0
6097154201,97154201,Sonoma,0,0
6097154202,97154202,Sonoma,0,0
6097154302,97154302,Sonoma,1,0
6097154303,97154303,Sonoma,1,0
6097154304,97154304,Sonoma,1,0
6097990100,97990100,Sonoma,0,0
